GeneID	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCCZ	HHCGC	HHCGS
jgi.p|Neosp1|100073	7.57	9.34	11.99	10.7	9.09	6.12	8.16	9.38	9.53	6.89	13.04	5.47	8.48	9.83	7.39	10.09	2.39	3.17
jgi.p|Neosp1|100224	51.17	70.19	72.03	38.06	45.58	260.66	134.13	124.1	237.37	133.82	92.49	150.35	178.7	146.07	206.5	23.39	177.76	202.16
jgi.p|Neosp1|100258	0.03	0.22	0.1	0.0	0.0	0.75	0.46	0.69	0.55	0.57	0.14	0.8	0.92	0.4	0.04	0.17	0.03	0.0
jgi.p|Neosp1|100266	1.87	1.02	1.33	0.81	0.96	0.84	0.65	0.71	0.6	1.1	1.68	1.18	0.88	0.87	0.38	1.15	1.04	0.48
jgi.p|Neosp1|100298	1.59	0.88	1.2	1.03	1.7	0.84	0.76	0.7	0.93	1.03	3.53	1.7	1.02	1.48	2.22	0.61	0.37	0.17
jgi.p|Neosp1|100359	61.4	58.82	60.57	74.77	78.08	53.17	51.06	49.17	58.36	55.4	73.79	54.81	50.75	54.55	53.48	60.55	20.1	11.48
jgi.p|Neosp1|100420	19.24	17.82	21.75	20.1	11.4	15.48	14.91	17.7	15.77	17.32	29.64	11.73	14.69	19.25	12.55	50.24	33.63	15.55
jgi.p|Neosp1|10045	0.0	0.0	0.04	0.0	0.0	0.0	0.17	0.08	0.35	0.0	0.18	0.62	0.32	0.21	0.06	0.0	0.0	0.43
jgi.p|Neosp1|100480	0.34	0.45	0.29	1.15	1.58	0.18	0.59	0.74	0.79	0.64	0.44	0.59	0.51	0.67	0.51	0.45	0.04	0.08
jgi.p|Neosp1|100484	0.36	0.2	0.22	0.14	0.21	1.4	1.53	2.34	0.44	1.29	0.62	1.88	1.08	1.25	1.0	0.0	0.16	0.36
jgi.p|Neosp1|100603	115.42	113.91	117.76	110.78	111.36	95.39	89.69	87.43	106.57	88.96	148.85	114.32	109.91	93.74	123.81	99.75	72.99	83.44
jgi.p|Neosp1|100778	0.2	0.08	0.15	0.02	0.05	0.32	0.29	0.66	0.6	0.27	0.67	1.72	0.8	0.44	0.1	0.0	0.02	0.04
jgi.p|Neosp1|1008	0.03	0.02	0.08	0.0	0.07	0.24	0.28	0.4	0.59	0.34	0.24	0.99	0.39	0.37	0.13	0.66	0.26	0.21
jgi.p|Neosp1|100909	0.13	0.27	0.04	0.07	0.12	0.17	0.1	0.0	0.0	0.09	0.42	0.08	0.03	0.08	0.0	0.0	0.3	0.12
jgi.p|Neosp1|101064	0.61	0.14	0.43	0.09	0.91	6.51	8.58	7.48	11.64	8.64	9.33	28.64	12.75	7.66	1.9	0.3	0.62	1.34
jgi.p|Neosp1|1011	2381.24	2331.82	2138.2	1540.66	1747.43	1497.81	1508.65	1527.74	1624.75	1465.49	1587.1	2159.87	1747.19	1436.98	2406.45	2250.93	2173.68	2350.93
jgi.p|Neosp1|101253	0.0	0.0	0.0	0.09	0.15	1.29	2.92	2.98	2.18	3.09	0.97	0.24	0.92	0.73	0.07	0.0	0.0	0.0
jgi.p|Neosp1|101463	1.04	3.11	2.56	1.17	1.47	1.42	2.33	6.47	3.12	1.72	2.2	1.56	1.1	2.47	2.45	1.74	0.4	0.07
jgi.p|Neosp1|101469	3.32	3.13	3.85	4.5	4.84	4.06	4.04	5.28	4.23	4.23	5.25	3.37	3.31	4.99	2.74	3.81	1.15	0.37
jgi.p|Neosp1|101653	27.73	26.55	25.2	26.8	31.34	19.48	22.27	20.59	23.49	20.68	28.74	24.33	22.69	27.1	24.87	14.9	7.3	4.2
jgi.p|Neosp1|101675	1.01	1.1	1.91	3.88	5.97	4.32	2.79	5.97	3.46	5.18	8.61	1.84	3.09	4.74	2.52	8.43	4.42	2.03
jgi.p|Neosp1|101801	12.11	10.36	10.7	3.16	3.14	4.42	3.58	3.9	2.96	5.82	14.14	4.08	2.7	3.55	8.43	3.16	1.91	0.98
jgi.p|Neosp1|101826	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|101951	1.06	1.74	2.47	0.76	1.22	1.37	0.89	2.05	1.22	1.01	1.43	0.81	0.92	1.0	0.7	0.61	1.4	1.66
jgi.p|Neosp1|102013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|102107	1.79	2.25	1.01	4.83	8.87	6.9	7.37	8.55	7.44	8.64	8.7	5.75	3.65	6.45	4.2	13.91	14.14	9.51
jgi.p|Neosp1|102344	0.38	0.18	0.21	0.03	0.07	0.56	0.46	0.5	0.6	0.49	0.91	1.72	0.75	0.49	0.14	0.09	0.02	0.02
jgi.p|Neosp1|102496	0.18	0.09	0.05	0.03	0.0	0.14	0.31	0.5	0.31	0.47	0.38	1.57	0.54	0.49	0.11	0.3	0.27	0.48
jgi.p|Neosp1|102643	10.24	9.87	11.64	15.73	12.96	13.44	14.32	17.97	13.5	14.54	16.23	15.91	11.91	15.41	10.04	9.65	3.31	2.06
jgi.p|Neosp1|102822	1.71	1.82	1.33	0.11	0.09	0.26	0.16	0.0	0.0	0.27	0.52	0.0	0.0	0.12	0.0	0.0	0.53	1.22
jgi.p|Neosp1|102869	3.92	4.76	3.71	8.43	5.55	0.84	1.79	1.34	1.39	0.96	20.62	3.21	7.13	3.88	0.44	0.64	1.89	0.59
jgi.p|Neosp1|103013	0.84	0.44	0.28	1.25	1.49	0.61	0.88	0.72	0.77	1.17	2.24	1.59	1.2	1.16	1.12	1.32	0.84	0.2
jgi.p|Neosp1|103020	0.0	0.0	0.3	0.0	0.44	0.0	0.0	0.0	0.0	1.33	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|103030	0.0	0.0	0.0	0.0	0.0	0.25	1.48	0.64	0.95	0.53	0.5	2.61	0.29	1.02	0.0	0.0	0.13	0.0
jgi.p|Neosp1|103046	3.24	1.95	3.58	4.59	5.54	5.2	4.48	5.14	3.96	5.13	5.33	4.13	4.33	4.63	3.69	4.05	2.85	2.11
jgi.p|Neosp1|103234	0.0	0.0	0.0	0.0	0.03	0.29	0.09	0.0	0.32	0.2	0.1	0.87	0.53	0.22	0.13	0.0	0.0	0.0
jgi.p|Neosp1|103239	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.27	0.3	0.06	0.0	0.47	0.29	0.05	0.0	0.0	0.0	0.0
jgi.p|Neosp1|103240	0.26	0.04	0.22	0.21	0.14	1.27	1.44	1.4	2.14	1.12	1.8	4.24	2.18	1.23	0.35	0.0	0.0	0.03
jgi.p|Neosp1|103320	0.42	0.55	0.42	0.28	0.34	0.17	0.05	0.11	0.08	0.09	1.76	0.21	0.38	0.19	0.34	0.22	3.47	7.8
jgi.p|Neosp1|103335	1.59	1.43	1.98	1.69	2.05	1.1	1.38	1.56	1.33	1.45	2.23	1.29	1.52	1.82	1.83	1.9	0.39	0.14
jgi.p|Neosp1|103418	0.17	0.19	0.07	0.52	0.1	0.15	0.18	0.0	0.35	0.08	0.59	0.0	0.28	0.07	0.1	0.5	0.08	0.07
jgi.p|Neosp1|10357	6.64	4.45	6.76	7.31	8.41	13.48	13.86	14.66	10.71	12.55	16.79	14.62	9.35	9.21	12.34	1.26	0.17	0.35
jgi.p|Neosp1|103716	281.41	298.13	288.72	403.34	315.62	375.51	370.46	358.69	373.35	351.86	401.93	244.69	314.38	375.47	223.26	264.95	111.54	52.34
jgi.p|Neosp1|103875	14.03	18.22	19.57	37.13	28.51	21.93	20.53	21.76	24.61	19.82	36.87	16.41	22.96	28.47	18.27	23.11	20.25	22.81
jgi.p|Neosp1|10390	12.12	12.52	14.03	33.2	28.37	25.79	28.15	25.78	27.56	32.29	29.96	13.82	23.6	34.24	20.02	43.64	15.4	4.62
jgi.p|Neosp1|10420	4.94	2.52	2.8	3.39	3.98	3.1	2.54	4.18	2.91	3.49	6.86	3.94	3.59	3.78	2.23	3.21	1.41	0.24
jgi.p|Neosp1|104343	0.26	0.43	0.68	0.29	0.58	0.22	0.21	0.19	0.53	0.64	0.56	0.45	0.56	0.75	1.02	0.67	0.11	0.0
jgi.p|Neosp1|104344	0.46	1.17	0.9	0.33	0.63	0.11	0.33	0.45	0.66	0.17	0.54	0.19	0.21	0.48	1.26	1.01	0.06	0.0
jgi.p|Neosp1|104586	7.23	6.48	8.24	6.0	8.98	5.44	5.13	7.06	4.46	5.12	13.48	5.05	5.23	4.57	4.66	3.87	1.44	0.83
jgi.p|Neosp1|104665	3.07	4.49	4.74	5.1	6.57	7.48	6.47	6.63	8.67	6.37	7.74	6.08	5.62	6.77	3.82	5.13	1.92	0.95
jgi.p|Neosp1|104754	51.78	47.04	55.1	72.67	77.09	45.81	47.73	50.06	39.7	48.8	54.3	42.02	45.33	52.41	37.14	44.64	35.95	13.92
jgi.p|Neosp1|104930	0.0	0.0	0.0	0.0	0.08	0.0	0.43	0.58	0.87	0.97	0.0	1.04	0.63	0.73	0.15	0.0	0.0	0.0
jgi.p|Neosp1|105093	0.0	0.11	0.24	0.45	1.2	0.86	0.48	0.43	0.73	0.54	0.69	0.31	0.07	0.78	0.11	0.59	0.0	0.08
jgi.p|Neosp1|105218	0.08	0.0	0.0	0.0	0.03	0.28	0.13	0.2	0.3	0.19	0.04	1.7	0.38	0.32	0.03	0.0	0.02	0.0
jgi.p|Neosp1|105370	1.41	2.92	2.2	1.04	0.14	0.0	0.21	0.58	0.0	0.22	4.72	0.13	0.0	0.06	0.45	0.59	1.0	1.18
jgi.p|Neosp1|105379	2.43	1.58	2.71	0.13	0.5	0.44	0.81	0.37	0.27	0.83	3.05	0.59	0.06	0.0	0.85	0.87	4.77	3.9
jgi.p|Neosp1|105387	0.7	0.95	0.84	0.45	0.74	0.87	0.39	0.99	0.74	0.86	2.2	0.88	0.61	0.6	0.61	1.14	0.08	0.56
jgi.p|Neosp1|105393	0.34	0.25	0.4	0.97	1.12	0.55	0.88	0.8	0.78	1.03	0.79	0.53	0.58	0.89	0.56	0.6	0.12	0.04
jgi.p|Neosp1|105555	0.4	0.58	0.63	0.94	0.76	1.02	1.12	1.52	0.93	1.09	4.69	0.87	0.72	1.04	0.99	1.2	1.51	2.16
jgi.p|Neosp1|105765	0.0	0.28	0.1	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.44	7.0	0.0	0.0	7.92	0.0	0.34	0.0
jgi.p|Neosp1|105875	28.8	42.63	36.87	49.14	52.1	111.63	90.59	83.47	91.71	74.61	78.68	83.77	78.82	100.56	70.05	7.96	6.53	4.56
jgi.p|Neosp1|106033	7.94	9.53	9.67	7.8	6.87	7.07	7.6	8.52	6.83	8.05	15.21	6.35	8.17	8.49	9.15	2.8	1.79	2.39
jgi.p|Neosp1|106058	0.12	0.14	0.1	0.13	0.08	0.52	0.57	0.87	0.7	0.66	0.66	2.46	1.26	0.9	0.91	0.06	0.23	0.21
jgi.p|Neosp1|106077	0.22	0.12	0.22	0.0	0.03	0.29	0.5	0.4	0.54	0.3	0.48	2.33	1.34	0.52	0.19	0.08	0.0	0.05
jgi.p|Neosp1|106129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|106220	0.5	0.71	0.56	0.34	0.42	1.29	1.43	2.52	1.78	1.03	1.37	1.89	1.86	1.92	2.61	0.0	0.35	0.2
jgi.p|Neosp1|106260	1.03	0.91	1.1	1.59	1.64	0.77	0.93	1.25	0.91	1.24	1.92	0.79	0.98	1.81	0.68	0.61	0.2	0.0
jgi.p|Neosp1|106270	1.92	1.84	2.54	4.32	5.08	2.95	2.7	3.73	3.34	3.32	4.38	2.84	2.42	3.05	2.34	4.34	1.79	0.68
jgi.p|Neosp1|106299	0.8	0.96	1.18	0.32	0.86	0.36	0.76	0.76	0.54	0.66	5.05	1.44	0.96	0.87	2.11	0.2	0.34	0.11
jgi.p|Neosp1|10630	0.06	0.1	0.44	0.55	0.22	0.62	0.38	0.92	1.1	1.22	1.25	1.61	0.91	1.4	0.2	0.66	0.08	0.88
jgi.p|Neosp1|106535	4.44	3.09	4.24	5.26	4.98	3.63	3.75	5.05	3.22	4.62	4.84	5.54	4.71	4.05	4.36	4.85	1.53	0.65
jgi.p|Neosp1|106631	0.65	0.95	1.29	2.15	3.33	3.76	4.05	5.3	3.5	4.33	3.02	2.39	3.2	3.79	2.11	0.75	0.33	0.07
jgi.p|Neosp1|106828	56.91	66.21	66.76	59.52	60.72	36.44	32.05	29.81	39.54	32.78	59.65	52.25	47.73	44.27	69.14	17.8	8.63	3.73
jgi.p|Neosp1|106854	37.25	43.46	39.58	40.76	44.28	30.61	24.35	24.19	31.69	20.44	40.05	39.83	33.72	32.79	47.46	13.85	5.22	2.58
jgi.p|Neosp1|107093	137.79	132.95	153.87	168.15	134.74	127.75	131.84	158.38	128.21	119.52	141.51	58.68	103.28	139.35	83.65	205.1	76.54	25.07
jgi.p|Neosp1|107231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|107292	3.28	1.89	2.69	6.78	9.67	4.06	5.15	3.67	3.75	5.54	12.15	5.83	4.9	8.62	6.78	7.16	4.64	1.25
jgi.p|Neosp1|107577	3.49	3.13	3.63	2.48	4.6	4.36	4.09	4.31	6.15	4.75	6.43	7.45	7.45	6.24	4.32	4.8	1.01	0.74
jgi.p|Neosp1|107665	14.58	22.46	24.58	43.64	50.47	57.43	54.93	51.25	53.17	49.67	24.69	38.95	47.5	58.14	33.54	30.09	8.36	3.17
jgi.p|Neosp1|107757	0.19	0.04	0.13	0.0	0.1	0.41	0.28	0.52	0.94	0.43	0.96	0.96	1.01	0.37	0.27	0.0	0.07	0.06
jgi.p|Neosp1|107779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38
jgi.p|Neosp1|107899	0.08	0.0	0.2	0.29	0.68	0.22	0.47	0.18	0.31	0.45	0.22	0.1	0.17	0.19	0.0	0.0	0.33	0.0
jgi.p|Neosp1|107905	0.22	0.09	0.13	0.56	0.73	0.42	0.87	0.59	0.2	0.59	0.28	0.25	0.38	0.89	0.37	0.36	0.22	0.0
jgi.p|Neosp1|107911	0.37	0.31	0.24	1.19	1.13	1.0	0.86	1.11	0.83	1.25	1.0	0.63	0.87	1.13	0.91	0.88	0.31	0.26
jgi.p|Neosp1|107960	0.5	0.54	0.46	0.37	0.93	0.71	0.61	1.67	0.74	0.96	2.27	2.3	1.15	1.02	1.66	2.29	1.24	2.27
jgi.p|Neosp1|108187	51.52	45.7	53.22	30.35	49.7	35.84	38.53	38.03	31.33	27.94	131.45	136.48	50.74	27.22	158.72	1.71	1.81	3.15
jgi.p|Neosp1|108355	0.02	0.04	0.04	0.03	0.05	0.48	0.6	0.8	0.81	0.6	0.47	1.83	0.77	0.49	0.02	0.13	0.08	0.13
jgi.p|Neosp1|108371	1.2	0.74	1.01	0.34	0.42	0.42	1.03	0.93	1.11	1.06	1.71	1.97	0.79	0.95	1.02	3.77	11.04	21.27
jgi.p|Neosp1|10845	0.61	0.67	1.58	0.92	1.09	0.79	0.48	0.88	0.62	0.41	0.26	0.35	0.51	1.53	0.85	1.56	0.27	0.37
jgi.p|Neosp1|108635	2.2	4.17	2.63	3.65	6.59	3.87	4.12	3.99	5.47	4.19	5.64	4.82	3.57	3.47	6.94	4.55	1.22	0.14
jgi.p|Neosp1|108664	4.1	4.1	4.15	8.46	10.99	5.15	5.99	6.0	5.11	6.21	13.8	6.11	7.29	8.73	7.19	3.14	1.03	0.42
jgi.p|Neosp1|108905	26.9	25.62	31.06	17.27	19.84	21.38	22.46	24.88	23.07	22.89	22.18	23.65	23.77	23.61	23.82	20.74	38.6	70.14
jgi.p|Neosp1|108958	0.16	0.0	0.19	0.72	0.29	0.83	0.38	0.69	0.39	0.22	0.0	0.19	0.64	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|108976	0.45	0.83	1.14	1.22	1.58	0.82	0.15	1.1	0.62	0.26	0.98	0.96	1.39	2.42	1.48	0.56	0.5	0.0
jgi.p|Neosp1|108989	89.9	100.42	109.96	129.43	128.23	132.82	153.76	139.06	130.61	140.78	103.26	70.05	115.52	131.32	53.9	70.63	25.01	12.92
jgi.p|Neosp1|109024	1.8	2.06	1.5	2.23	2.64	1.62	1.78	1.94	1.36	1.69	1.27	1.14	1.79	1.87	0.82	1.77	0.71	0.22
jgi.p|Neosp1|109198	6.04	1.44	2.65	2.63	5.68	27.74	20.7	19.94	22.08	19.22	8.82	4.95	6.85	5.03	2.48	104.14	186.25	177.96
jgi.p|Neosp1|109276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|10941	14.61	17.06	20.97	19.46	18.14	19.43	20.14	22.23	20.92	19.34	46.08	9.9	17.18	20.05	15.18	10.08	1.89	0.94
jgi.p|Neosp1|109427	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.3	0.42	0.09	0.0	0.32	0.0	0.32	0.0	0.0	0.0	0.0
jgi.p|Neosp1|109430	0.04	0.0	0.14	0.0	0.0	0.1	0.0	0.26	0.58	0.11	0.62	0.88	0.28	0.18	0.13	0.0	0.0	0.0
jgi.p|Neosp1|109460	0.31	0.34	0.0	0.0	0.09	0.8	0.66	0.67	0.13	0.14	2.4	1.44	0.72	0.84	0.17	4.54	24.09	36.55
jgi.p|Neosp1|109523	6.74	5.58	8.85	7.01	8.57	4.89	4.62	6.92	5.71	6.94	5.88	5.6	6.39	5.89	6.88	4.29	1.29	0.4
jgi.p|Neosp1|109581	0.0	0.0	0.0	0.0	0.0	1.6	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|109625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|1099	1.07	0.81	1.08	1.35	1.54	1.06	1.67	1.25	0.75	1.44	2.12	1.19	1.4	1.71	1.1	0.9	0.71	0.05
jgi.p|Neosp1|109913	0.25	0.3	0.41	0.0	0.06	1.2	0.76	1.14	1.28	1.21	0.95	3.8	2.59	0.97	0.15	0.2	0.69	1.31
jgi.p|Neosp1|109917	2.56	7.04	5.95	1.7	1.71	7.88	10.42	9.85	6.81	10.35	12.66	5.39	6.87	13.76	8.98	1.9	9.15	12.21
jgi.p|Neosp1|110165	0.21	0.08	0.25	0.06	0.09	0.27	1.85	0.67	0.69	0.76	1.73	1.2	0.67	0.24	0.35	0.0	0.07	0.06
jgi.p|Neosp1|110490	6.9	6.44	9.93	10.18	15.08	8.5	9.39	13.4	8.3	9.61	10.22	10.47	11.25	13.26	10.89	11.77	27.27	33.8
jgi.p|Neosp1|110578	3.14	3.77	2.75	8.37	6.79	5.79	5.84	7.55	4.56	4.84	8.72	6.71	4.84	5.73	4.18	6.05	5.31	2.02
jgi.p|Neosp1|110700	2.69	4.14	3.74	9.64	8.41	6.57	7.05	8.18	7.27	7.19	11.03	4.2	5.93	10.4	3.26	4.87	2.76	1.97
jgi.p|Neosp1|110751	1.34	0.96	1.32	0.91	1.52	1.13	1.49	1.34	1.22	1.37	1.53	0.83	1.19	1.53	0.93	1.25	0.49	0.43
jgi.p|Neosp1|110858	0.0	0.0	0.0	0.0	0.06	0.17	0.0	0.0	0.08	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.17	0.0
jgi.p|Neosp1|110874	0.76	2.01	2.26	0.85	1.26	0.49	0.45	0.0	0.23	0.13	0.49	0.44	0.28	0.33	0.32	0.21	0.0	0.0
jgi.p|Neosp1|110884	0.0	0.25	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|110962	5.37	9.61	13.68	17.69	12.17	11.48	11.22	17.1	16.56	10.52	7.31	5.4	11.93	12.82	9.64	19.48	2.67	2.0
jgi.p|Neosp1|110965	2.37	5.33	9.72	8.48	6.81	6.8	7.41	15.93	15.85	6.0	2.43	2.35	7.7	8.6	6.32	11.69	1.34	0.74
jgi.p|Neosp1|111024	0.32	0.52	1.01	0.83	0.38	0.27	0.58	2.05	0.89	0.71	1.08	0.37	0.42	0.36	0.0	0.23	0.42	0.13
jgi.p|Neosp1|111282	0.03	0.05	0.03	0.13	0.08	0.22	0.43	0.28	0.59	0.34	0.26	0.87	0.58	0.21	0.17	0.4	0.07	0.14
jgi.p|Neosp1|111343	1.8	2.4	2.1	3.97	4.52	2.7	3.83	4.17	4.12	3.64	1.84	1.49	3.03	4.48	2.3	2.85	1.7	0.82
jgi.p|Neosp1|111367	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0
jgi.p|Neosp1|111455	10.54	16.2	15.41	8.86	10.82	15.44	13.42	11.01	13.65	13.37	54.49	10.12	12.68	11.32	12.16	5.49	8.76	5.59
jgi.p|Neosp1|111495	1.89	1.97	1.9	3.05	3.21	2.21	2.08	3.33	2.13	2.88	3.75	1.84	1.28	3.62	2.58	2.35	0.79	0.42
jgi.p|Neosp1|111631	4.43	5.09	6.08	3.98	4.86	1.94	3.32	3.05	2.68	2.15	3.14	3.21	3.8	3.91	5.18	1.44	0.56	0.57
jgi.p|Neosp1|111704	2.06	6.28	6.56	5.06	4.46	4.25	4.81	6.74	6.29	3.48	2.27	1.84	4.11	6.95	5.61	9.02	0.78	0.64
jgi.p|Neosp1|111886	0.07	0.35	0.09	0.0	0.0	0.37	0.23	0.78	0.26	0.29	0.0	0.08	0.07	0.17	0.0	0.0	0.19	0.35
jgi.p|Neosp1|112081	0.3	0.0	0.71	0.0	0.0	0.0	0.0	1.61	0.72	0.0	0.0	0.17	0.15	0.17	0.0	0.33	0.0	0.0
jgi.p|Neosp1|112085	0.0	0.02	0.02	0.0	0.07	0.12	0.27	0.36	0.31	0.4	0.04	1.2	0.62	0.3	0.2	0.0	0.0	0.0
jgi.p|Neosp1|112294	0.08	0.07	0.0	0.0	0.07	0.32	0.23	0.09	0.4	0.28	0.11	0.96	0.29	0.24	0.07	0.0	0.0	0.05
jgi.p|Neosp1|112373	112.08	105.22	113.2	131.29	150.37	107.17	104.17	91.24	101.59	111.85	127.6	113.02	122.57	152.87	84.57	46.26	47.49	16.53
jgi.p|Neosp1|112487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|112492	0.02	0.0	0.16	0.0	0.0	0.0	0.02	0.0	0.05	0.0	2.46	0.18	0.02	0.0	0.0	0.0	0.03	0.03
jgi.p|Neosp1|112687	14.22	13.63	14.61	20.16	21.75	19.95	24.92	26.58	20.02	25.76	23.08	16.32	20.76	25.02	15.13	7.57	4.07	2.29
jgi.p|Neosp1|112881	4.79	5.53	6.29	10.46	9.43	15.28	13.9	17.02	12.38	14.3	17.91	9.4	13.07	17.64	16.36	16.13	16.54	18.56
jgi.p|Neosp1|112936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|112951	2.29	0.9	1.54	2.69	2.94	2.36	3.78	3.96	2.0	2.09	9.88	4.88	2.38	2.33	4.28	5.21	5.93	6.66
jgi.p|Neosp1|113060	19.24	14.05	18.52	12.11	11.86	8.36	11.41	16.88	13.12	12.84	15.38	8.09	11.2	13.84	10.13	11.46	29.64	68.39
jgi.p|Neosp1|113127	1.27	0.7	0.61	0.0	1.21	0.22	0.4	0.18	0.93	0.34	0.65	0.59	2.11	0.1	0.99	0.0	3.36	2.77
jgi.p|Neosp1|113279	0.73	1.28	0.52	1.15	1.08	2.13	2.12	1.89	1.12	1.76	1.62	1.35	2.09	2.14	1.54	0.32	0.26	0.12
jgi.p|Neosp1|113404	1.05	0.68	1.21	0.58	0.76	1.18	1.54	1.84	0.84	1.57	3.57	1.4	1.48	1.08	2.85	1.21	0.84	0.46
jgi.p|Neosp1|113438	2.87	2.83	3.99	3.14	3.8	2.23	2.39	3.1	2.42	2.41	2.18	3.92	3.14	3.33	3.79	2.04	0.5	0.17
jgi.p|Neosp1|113545	1.86	0.8	0.94	0.17	0.09	1.51	3.1	4.22	2.61	2.69	3.02	15.91	6.54	2.66	0.41	0.0	0.0	0.24
jgi.p|Neosp1|113584	0.92	0.71	2.03	1.64	2.16	3.87	2.19	2.4	2.88	3.19	4.35	1.57	1.93	1.9	0.97	0.0	0.13	0.0
jgi.p|Neosp1|113696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|113899	0.27	0.0	0.65	0.65	0.72	0.2	0.03	0.42	0.05	0.36	0.79	0.36	0.35	0.27	0.06	0.25	0.82	0.14
jgi.p|Neosp1|113901	0.14	0.41	0.33	2.06	1.53	0.0	0.44	0.18	0.17	0.63	3.06	0.58	0.88	0.74	0.14	0.48	0.04	0.0
jgi.p|Neosp1|113912	1.84	2.32	2.42	2.55	1.74	0.24	0.32	0.2	0.11	0.25	3.93	0.33	0.99	0.52	0.24	0.31	0.12	0.09
jgi.p|Neosp1|113971	5.58	4.57	5.98	7.13	6.83	5.24	5.04	5.46	4.42	6.23	7.18	3.51	4.8	6.1	3.94	7.82	3.1	1.41
jgi.p|Neosp1|114037	3.7	3.67	3.51	6.39	4.57	5.39	5.21	5.58	5.62	5.2	9.32	3.3	4.64	6.3	3.87	4.8	1.22	0.57
jgi.p|Neosp1|114062	5.55	5.59	5.23	2.91	2.96	1.91	2.43	2.55	2.38	2.23	7.07	2.12	1.74	2.42	2.55	4.39	0.92	0.37
jgi.p|Neosp1|114372	0.13	0.21	0.15	0.43	0.43	0.41	1.02	1.24	0.19	1.16	13.07	0.19	0.42	0.26	0.48	1.4	4.06	2.13
jgi.p|Neosp1|114457	0.52	0.63	0.84	0.89	1.07	1.22	0.85	1.43	1.18	1.3	2.65	1.15	0.88	1.25	0.87	1.31	0.54	0.26
jgi.p|Neosp1|114566	0.14	0.0	0.08	0.16	0.28	0.45	0.47	0.15	0.34	0.28	0.36	0.81	0.67	0.28	0.12	0.84	0.19	0.09
jgi.p|Neosp1|114648	0.66	0.14	0.3	0.28	0.67	4.49	4.68	5.56	8.36	4.91	3.41	13.75	6.71	3.89	2.08	0.27	0.11	0.2
jgi.p|Neosp1|114688	19.29	15.49	17.05	6.98	9.03	6.33	7.7	7.21	6.94	6.6	27.31	8.98	5.55	8.74	10.44	9.65	30.35	44.62
jgi.p|Neosp1|115001	0.81	0.67	0.64	0.21	0.75	0.53	0.75	0.93	0.54	0.69	0.99	0.93	0.86	0.75	0.53	1.09	6.48	9.05
jgi.p|Neosp1|115002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75
jgi.p|Neosp1|115050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
