GeneID	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCCZ	HHCGC	HHCGS
jgi.p|Neosp1|243135	0.05	0.0	0.14	0.06	0.43	0.8	0.98	1.93	1.31	1.75	0.75	1.97	1.46	1.17	0.86	0.08	0.0	0.0
jgi.p|Neosp1|243175	1.55	1.39	2.13	1.74	1.99	1.59	0.86	2.0	2.15	1.45	1.78	0.89	1.54	2.5	0.64	1.01	0.51	0.37
jgi.p|Neosp1|243469	0.0	0.0	0.14	0.0	0.51	0.29	0.9	0.98	0.97	0.61	1.46	1.05	1.02	0.66	0.38	0.0	0.0	0.0
jgi.p|Neosp1|243859	1.2	0.5	1.62	0.76	0.79	0.32	0.63	0.8	0.37	0.45	1.74	0.89	0.83	1.17	1.13	0.87	0.37	0.22
jgi.p|Neosp1|243878	2.07	1.0	2.33	2.96	4.07	2.35	2.32	2.76	2.59	2.86	10.48	2.04	3.58	3.17	3.35	3.86	1.04	0.74
jgi.p|Neosp1|243930	0.17	0.0	0.0	0.0	0.15	0.0	0.47	0.36	0.2	0.68	3.66	0.0	0.17	0.1	0.0	1.1	1.44	1.12
jgi.p|Neosp1|243993	0.42	0.0	0.08	3.13	9.31	13.02	4.01	2.99	13.18	3.16	9.42	1.44	1.8	0.8	1.73	15.59	8.86	9.3
jgi.p|Neosp1|244209	0.34	0.39	0.54	1.28	1.89	0.75	0.73	0.51	1.54	1.21	1.5	1.29	1.06	1.59	0.4	0.75	0.38	0.1
jgi.p|Neosp1|244313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|244720	3.06	1.75	1.74	5.69	4.22	2.95	3.33	4.78	3.43	3.8	5.3	2.03	3.2	4.59	2.17	1.5	2.32	3.05
jgi.p|Neosp1|244969	0.17	0.0	0.2	0.19	0.15	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|245067	2.99	3.38	2.73	5.14	5.75	4.34	4.78	3.16	3.82	5.68	6.13	3.46	4.82	5.14	3.71	4.51	1.86	0.99
jgi.p|Neosp1|245644	5.34	5.09	6.04	5.98	5.8	3.58	4.12	3.99	4.8	5.18	8.73	3.2	3.96	5.78	3.77	5.34	1.6	0.8
jgi.p|Neosp1|245676	4.71	3.55	3.49	0.46	0.89	1.62	1.69	1.49	1.9	1.47	8.86	2.83	2.6	1.23	2.15	0.14	0.25	0.11
jgi.p|Neosp1|2457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|246008	0.79	0.46	0.88	0.7	1.7	0.87	0.89	0.85	0.68	1.28	2.17	0.52	1.23	1.04	0.47	0.49	0.82	0.48
jgi.p|Neosp1|246042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.39	1.51	1.7	0.58	0.0	0.49	0.0	0.0	0.0
jgi.p|Neosp1|246365	1.85	2.08	2.81	1.65	2.68	1.29	2.14	1.99	1.87	2.58	1.68	2.99	2.65	3.74	3.85	1.43	0.51	0.09
jgi.p|Neosp1|246388	0.16	0.09	0.06	0.09	0.07	0.63	0.99	1.58	2.33	1.31	0.49	2.85	2.02	1.03	0.5	0.41	0.07	0.16
jgi.p|Neosp1|246392	0.03	0.02	0.06	0.0	0.01	0.1	0.14	0.14	0.19	0.05	0.2	0.18	0.27	0.16	0.02	0.0	0.02	0.02
jgi.p|Neosp1|246618	0.17	0.28	0.0	0.67	1.13	0.65	0.6	0.36	0.0	0.34	0.87	0.49	0.59	1.17	0.7	0.0	0.22	0.51
jgi.p|Neosp1|246650	18.96	35.9	31.96	108.62	125.2	119.62	141.75	140.74	120.51	150.97	33.62	40.31	81.5	154.86	30.05	57.25	21.65	9.21
jgi.p|Neosp1|246773	1.61	1.42	1.61	1.85	1.23	0.94	1.17	1.36	1.44	1.06	1.73	0.85	1.01	1.69	1.64	1.86	0.71	0.44
jgi.p|Neosp1|246856	10.08	8.45	10.42	1.92	2.47	5.14	3.86	4.41	3.6	3.72	19.48	10.47	4.75	3.43	6.82	1.49	1.28	3.41
jgi.p|Neosp1|247017	4.25	4.37	5.67	5.46	6.3	5.85	5.85	7.6	6.47	6.36	6.76	4.88	6.01	6.08	4.23	4.68	1.09	0.6
jgi.p|Neosp1|247032	0.96	1.2	1.09	1.91	3.74	1.65	2.21	3.16	1.77	2.51	1.99	2.27	1.73	3.48	1.6	2.6	0.6	0.5
jgi.p|Neosp1|247054	0.4	0.47	0.43	0.65	0.61	0.46	0.31	1.71	0.44	0.96	0.74	0.42	0.36	0.33	0.36	1.1	0.05	0.04
jgi.p|Neosp1|247195	2.32	3.93	3.76	10.6	11.23	11.67	10.74	9.69	8.71	10.7	6.53	7.45	7.8	11.76	5.31	7.28	2.12	1.18
jgi.p|Neosp1|24727	0.27	0.51	0.59	0.75	0.52	0.57	0.71	0.67	0.32	0.72	1.03	0.05	0.53	0.87	0.52	0.1	0.24	0.05
jgi.p|Neosp1|2473	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.21	0.55	0.21	1.23	0.0	0.24	0.0
jgi.p|Neosp1|247308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|24746	1.52	2.84	3.03	2.08	1.93	1.3	1.78	2.26	1.62	1.21	3.34	1.04	0.97	1.5	0.96	0.55	0.1	0.04
jgi.p|Neosp1|247773	0.44	0.0	0.26	0.0	0.0	0.28	1.04	1.42	1.46	0.73	0.28	5.82	1.74	1.39	0.0	0.48	0.14	0.0
jgi.p|Neosp1|247829	0.29	0.08	0.23	0.98	1.93	14.04	14.84	15.09	14.27	15.86	6.81	64.91	14.43	12.76	3.22	0.0	0.25	0.64
jgi.p|Neosp1|247854	4.42	3.39	4.37	4.47	4.33	3.05	2.68	2.48	3.01	2.57	6.87	3.85	4.1	4.02	3.54	3.01	1.72	0.65
jgi.p|Neosp1|247912	1.14	1.09	1.3	1.7	1.72	1.04	1.42	1.89	1.6	1.67	2.03	1.93	1.45	2.13	2.08	2.15	1.09	0.85
jgi.p|Neosp1|248117	0.09	0.0	0.0	0.0	0.08	0.45	0.41	0.0	0.11	0.47	0.45	0.3	0.35	0.3	0.0	0.0	0.0	0.0
jgi.p|Neosp1|248322	3.46	2.73	4.04	4.33	3.99	3.59	3.38	3.36	2.7	2.88	9.78	4.07	4.44	5.02	3.85	5.34	8.71	9.22
jgi.p|Neosp1|248345	5.61	5.41	4.92	9.21	8.36	7.01	7.06	8.22	8.99	7.62	10.39	9.4	8.04	8.68	6.3	13.6	4.76	2.22
jgi.p|Neosp1|24862	14.33	15.98	15.69	13.06	19.71	23.88	26.19	30.41	26.77	27.51	19.48	46.33	25.37	22.25	39.09	1.87	0.7	0.43
jgi.p|Neosp1|248697	11.93	12.06	10.08	23.55	31.03	36.95	36.88	33.26	34.52	40.89	35.33	26.53	23.77	31.51	17.74	37.51	15.24	7.72
jgi.p|Neosp1|248973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|249008	55.75	47.31	56.05	56.12	47.57	51.72	57.97	62.56	51.54	45.23	67.6	34.26	43.3	53.02	36.85	40.94	11.24	4.45
jgi.p|Neosp1|249040	1.34	1.33	1.89	1.46	1.15	1.33	1.92	2.9	2.15	2.18	3.48	2.12	1.96	2.04	1.38	0.68	0.07	0.06
jgi.p|Neosp1|249107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|249278	2.65	1.36	2.28	0.22	0.57	4.7	5.78	7.22	7.1	4.93	7.17	15.93	8.24	4.31	3.13	0.12	0.33	1.07
jgi.p|Neosp1|249281	0.97	0.3	0.72	0.14	0.16	1.56	1.1	1.7	1.76	0.89	1.09	3.01	1.69	0.91	0.1	0.0	0.0	0.29
jgi.p|Neosp1|249314	1.76	0.48	2.1	0.0	0.52	3.77	1.62	1.26	1.42	3.53	0.75	4.4	4.66	1.69	5.36	0.0	0.0	0.0
jgi.p|Neosp1|249356	0.02	0.12	0.08	0.08	0.08	0.3	0.37	1.32	0.31	0.41	0.18	1.48	0.19	0.35	0.32	0.0	0.0	0.0
jgi.p|Neosp1|249460	0.36	0.41	1.01	0.41	0.61	0.49	0.47	0.66	0.49	0.72	0.44	0.4	0.59	0.86	0.38	0.84	0.2	0.23
jgi.p|Neosp1|250092	1.02	0.23	0.89	0.05	0.0	0.12	0.22	0.1	0.23	0.25	1.19	0.27	0.46	0.21	0.15	1.32	2.39	2.02
jgi.p|Neosp1|250107	0.0	0.0	0.0	0.0	0.0	0.07	0.1	0.17	0.1	0.0	0.0	0.21	0.1	0.0	0.04	0.11	0.31	0.7
jgi.p|Neosp1|250252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	1.47
jgi.p|Neosp1|250377	0.23	0.13	0.37	0.06	0.37	0.27	0.06	0.61	0.22	0.21	0.13	0.39	0.36	0.09	0.22	0.11	0.14	0.03
jgi.p|Neosp1|250395	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.14	0.08	0.09	0.0	0.23	0.39	0.15	0.0	0.0	0.43	0.08
jgi.p|Neosp1|250539	37.35	45.9	41.78	110.71	80.56	96.55	107.99	113.02	121.36	112.92	91.97	52.07	84.04	103.79	44.94	133.24	45.86	13.12
jgi.p|Neosp1|250540	1.21	0.5	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.7	0.0	0.0	0.0	0.37
jgi.p|Neosp1|250562	3.05	2.45	1.34	13.61	14.23	97.07	126.53	84.79	95.74	112.32	44.22	54.82	58.64	58.67	59.52	3.94	12.79	5.49
jgi.p|Neosp1|252640	6.55	6.62	7.15	10.53	5.24	5.51	4.95	5.28	4.72	4.91	10.49	2.61	7.28	7.52	4.89	17.11	10.91	3.62
jgi.p|Neosp1|252913	0.63	0.16	0.67	0.37	0.74	0.09	0.34	0.43	0.44	0.22	1.02	0.54	0.36	0.57	0.66	0.51	0.17	0.08
jgi.p|Neosp1|253152	4.37	3.91	5.34	0.52	0.63	0.78	0.48	1.2	0.31	0.95	5.86	1.58	1.11	2.7	4.15	0.78	0.6	2.15
jgi.p|Neosp1|253217	5.07	4.61	6.03	8.62	8.4	6.77	7.16	6.8	8.25	6.97	7.62	10.66	10.08	9.86	6.09	3.24	0.94	0.6
jgi.p|Neosp1|253342	2.54	2.85	3.74	2.86	4.02	3.06	3.89	5.28	3.38	3.8	5.41	3.32	3.97	4.13	3.45	4.31	4.36	2.15
jgi.p|Neosp1|253706	0.05	0.0	0.03	0.0	0.09	0.8	0.91	0.83	1.11	0.58	0.86	4.44	1.1	0.58	0.24	0.1	0.0	0.03
jgi.p|Neosp1|253749	5.8	6.77	6.59	12.25	13.85	4.49	5.39	6.29	7.46	6.31	7.59	6.28	5.29	6.13	4.59	11.33	2.46	0.78
jgi.p|Neosp1|254208	12.86	13.64	16.01	23.88	18.5	16.38	18.56	20.36	17.79	19.24	23.51	8.59	14.8	22.35	9.76	19.1	6.76	2.68
jgi.p|Neosp1|254239	0.0	0.0	0.1	0.0	0.07	0.63	0.52	0.7	0.99	0.88	1.47	2.27	0.81	0.28	0.27	0.18	0.0	0.1
jgi.p|Neosp1|254504	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.29	0.0	0.0	0.0	0.12	0.14	0.0	0.0	0.0	0.14
jgi.p|Neosp1|254577	0.4	0.09	0.21	0.06	0.0	0.3	0.09	0.12	0.0	0.23	1.18	0.13	0.23	0.8	0.0	20.84	73.57	86.69
jgi.p|Neosp1|254662	0.15	0.0	0.17	0.16	0.13	0.0	0.23	0.0	0.35	0.59	0.37	0.17	0.07	0.51	0.0	2.39	0.0	0.09
jgi.p|Neosp1|255042	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|255192	10.45	11.32	12.49	14.31	13.56	11.89	13.62	16.24	13.46	14.46	15.59	12.42	12.07	15.32	11.58	13.27	3.73	1.96
jgi.p|Neosp1|255435	2.02	1.65	1.31	0.68	1.11	0.66	1.18	1.62	0.69	0.69	3.15	1.04	0.99	1.02	1.65	1.48	0.68	0.2
jgi.p|Neosp1|255487	3.35	3.43	5.74	9.59	10.52	21.24	24.42	25.94	22.8	22.95	19.0	10.6	16.82	20.84	6.9	0.67	0.64	0.49
jgi.p|Neosp1|255654	27.96	28.01	28.34	19.11	20.52	20.87	20.22	20.78	19.18	18.6	33.46	16.03	18.03	22.04	17.19	13.28	5.65	2.63
jgi.p|Neosp1|255783	2.04	1.68	2.26	1.8	2.48	2.05	1.83	2.04	2.04	2.21	3.89	1.47	1.72	2.2	2.22	2.19	0.72	0.52
jgi.p|Neosp1|255909	0.09	0.0	0.0	0.0	0.0	0.0	0.14	0.56	0.0	0.23	4.22	0.1	0.26	0.2	0.0	2.83	2.17	2.2
jgi.p|Neosp1|255911	0.2	0.17	0.73	0.11	0.0	0.0	0.4	2.4	0.37	1.22	6.49	0.12	0.91	0.0	0.0	3.76	3.87	4.16
jgi.p|Neosp1|256185	2.61	3.87	4.84	4.78	5.7	4.99	6.01	8.18	5.28	6.48	4.11	4.97	5.93	8.17	5.2	1.1	0.3	0.07
jgi.p|Neosp1|256186	3.79	2.9	4.5	4.1	3.6	3.84	5.1	5.49	3.73	5.13	6.14	3.49	5.26	4.41	4.14	1.29	0.29	0.08
jgi.p|Neosp1|256369	3.25	4.29	5.21	4.06	4.38	4.14	4.1	4.08	5.66	4.06	5.91	2.7	4.25	5.97	3.16	3.03	1.66	1.49
jgi.p|Neosp1|2568	23.05	27.4	32.72	30.05	28.57	35.63	40.27	40.27	37.96	40.57	40.0	20.52	28.91	32.54	22.47	9.22	2.58	1.62
jgi.p|Neosp1|256870	0.08	0.0	0.09	0.0	0.0	0.0	0.31	0.17	0.19	0.21	0.0	0.55	0.08	0.0	0.13	0.17	0.0	0.0
jgi.p|Neosp1|257152	2.66	2.5	2.0	0.72	1.4	2.03	4.4	5.41	2.26	5.34	7.07	1.31	2.25	5.28	1.39	1.5	0.84	0.65
jgi.p|Neosp1|257678	8.75	4.69	6.85	10.68	10.06	8.81	6.62	5.49	6.07	6.3	17.35	6.07	7.53	10.93	4.91	6.43	2.62	3.37
jgi.p|Neosp1|257962	0.16	0.77	0.38	0.27	0.42	0.0	0.37	0.85	0.67	0.63	0.4	0.27	0.31	0.0	0.26	0.17	0.21	0.0
jgi.p|Neosp1|257963	1.56	0.67	1.13	0.74	0.77	0.95	0.94	0.97	0.84	1.04	1.47	0.47	0.69	0.76	0.82	1.07	0.43	0.1
jgi.p|Neosp1|2580	114.6	80.64	107.31	91.85	87.54	98.57	108.16	98.2	91.96	90.64	165.13	66.37	78.45	87.49	61.4	28.3	9.86	5.93
jgi.p|Neosp1|258020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.16	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|258341	0.15	0.0	0.09	0.04	0.03	0.19	0.46	0.47	0.62	0.84	0.28	1.95	0.84	0.3	0.24	0.0	0.1	0.13
jgi.p|Neosp1|258575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|259085	1.69	1.4	2.07	1.66	1.65	1.18	1.5	1.93	1.23	1.36	4.65	1.13	1.27	1.52	1.46	3.26	3.94	4.84
jgi.p|Neosp1|259160	0.14	0.19	0.25	0.36	0.86	0.77	1.04	0.79	0.98	0.86	2.48	0.53	0.37	0.61	0.38	1.46	1.55	1.47
jgi.p|Neosp1|259394	2.28	2.47	2.89	1.8	3.15	4.76	5.07	4.43	4.79	4.1	10.02	7.31	2.84	3.06	5.25	10.08	12.43	10.61
jgi.p|Neosp1|259395	2.85	3.65	4.05	2.31	2.38	7.57	3.39	3.46	3.67	4.42	10.74	3.6	3.64	3.6	4.9	11.48	10.33	7.32
jgi.p|Neosp1|259413	3.89	1.59	2.03	2.6	6.92	2.82	1.64	4.19	2.21	2.12	7.48	3.93	3.15	4.21	4.46	2.39	1.92	1.18
jgi.p|Neosp1|259465	0.07	0.11	0.08	0.04	0.12	0.18	0.27	0.0	0.34	0.0	0.0	0.52	0.55	0.08	0.06	0.0	0.0	0.0
jgi.p|Neosp1|259651	6138.01	5642.43	5154.77	4415.24	4604.48	4019.92	3832.63	4076.28	4169.81	4006.03	4123.49	6274.83	4841.29	3894.48	6904.97	5956.8	6538.82	6997.55
jgi.p|Neosp1|26017	8.32	18.02	14.45	11.28	13.49	9.44	12.33	16.24	11.53	11.96	11.95	6.53	11.65	17.5	10.08	10.39	2.74	1.44
jgi.p|Neosp1|260314	1.24	1.22	1.61	2.24	1.64	0.46	0.59	1.3	0.9	1.05	2.0	0.49	1.48	1.02	0.83	1.16	0.09	0.09
jgi.p|Neosp1|260346	0.58	0.0	0.32	0.0	0.2	0.0	0.25	0.1	0.22	0.36	0.11	0.31	0.09	0.1	0.67	0.19	0.12	0.0
jgi.p|Neosp1|260349	1.23	0.37	0.93	0.0	0.1	0.29	0.27	0.48	0.41	0.15	0.29	0.52	0.56	0.26	0.37	3.17	0.15	0.0
jgi.p|Neosp1|260930	1.51	3.04	5.41	2.49	2.38	1.79	3.22	11.77	6.75	2.18	2.09	1.88	2.08	2.68	2.32	2.28	0.61	0.28
jgi.p|Neosp1|260943	2.28	2.08	3.56	3.48	3.17	3.2	4.26	5.3	4.02	3.42	4.1	1.88	2.86	3.78	2.07	2.42	0.92	0.63
jgi.p|Neosp1|261030	8.58	5.02	5.74	1.38	2.18	2.89	4.21	4.18	3.46	5.48	3.93	3.07	2.64	2.0	6.98	0.22	0.13	0.62
jgi.p|Neosp1|261036	0.56	0.17	0.43	0.86	1.63	0.26	0.85	0.66	0.99	0.89	0.39	0.41	0.81	0.88	1.19	1.33	0.67	0.31
jgi.p|Neosp1|261361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0
jgi.p|Neosp1|261505	0.57	0.07	0.73	0.32	0.4	0.53	0.87	0.71	0.54	1.32	0.73	1.37	0.98	0.38	2.25	0.27	0.43	0.05
jgi.p|Neosp1|261604	15.49	19.34	18.57	26.96	21.28	16.72	17.1	20.53	18.5	17.18	21.39	12.63	16.31	24.87	13.24	23.29	6.25	3.08
jgi.p|Neosp1|261732	0.09	0.0	0.0	0.0	0.0	0.0	0.56	0.19	0.65	0.36	0.0	1.24	0.18	0.62	0.0	0.0	0.12	0.54
jgi.p|Neosp1|261735	0.31	0.0	0.0	0.0	0.0	0.0	0.49	1.34	1.13	1.25	0.0	2.52	0.93	0.36	0.0	0.0	0.0	0.0
jgi.p|Neosp1|261761	0.91	0.12	0.25	0.32	0.38	7.78	6.23	6.67	9.71	7.26	6.31	15.03	10.36	5.11	1.05	0.15	0.46	0.17
jgi.p|Neosp1|261883	0.73	1.12	1.25	1.31	1.51	0.98	1.18	1.32	1.24	0.93	0.93	0.55	1.27	1.73	1.12	1.75	0.55	0.29
jgi.p|Neosp1|262152	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0
jgi.p|Neosp1|262376	0.0	0.17	0.0	0.0	0.0	0.09	0.03	0.07	0.21	0.14	0.0	0.84	0.21	0.28	0.11	0.0	0.0	0.12
jgi.p|Neosp1|262386	0.03	0.16	0.19	0.11	0.09	0.42	0.26	0.21	0.35	0.17	0.0	0.97	0.42	0.19	0.0	0.0	0.0	0.08
jgi.p|Neosp1|262687	1.28	1.63	0.67	2.45	2.69	0.0	0.15	0.18	0.05	0.22	7.76	2.8	0.54	0.14	2.9	3.89	3.63	3.76
jgi.p|Neosp1|26286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jgi.p|Neosp1|263288	3.65	3.51	4.0	1.71	3.21	1.72	1.59	1.92	1.13	2.69	1.37	4.43	2.75	4.06	5.27	1.17	0.53	0.11
jgi.p|Neosp1|263548	14.23	16.24	19.97	9.73	9.67	10.49	8.8	11.03	6.97	9.43	12.51	6.01	8.84	12.82	6.13	5.76	2.32	1.55
jgi.p|Neosp1|263596	5.95	5.5	5.42	1.26	1.15	1.82	1.91	2.67	2.28	1.19	10.43	2.59	3.41	1.9	1.77	2.45	7.53	6.98
jgi.p|Neosp1|263750	7.65	4.88	8.18	17.6	20.63	22.38	25.25	24.47	20.38	22.89	22.51	17.22	16.76	20.16	10.73	21.1	8.06	3.12
jgi.p|Neosp1|263921	0.0	0.54	0.0	0.0	0.15	0.0	0.0	0.36	0.2	0.22	0.0	0.0	0.49	0.76	0.82	0.0	0.87	1.39
jgi.p|Neosp1|264081	6.73	10.97	16.58	11.45	7.14	16.19	10.03	28.95	21.2	15.79	27.51	5.87	8.03	28.62	10.68	4.4	4.57	2.88
jgi.p|Neosp1|264225	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.71	1.71	2.35
jgi.p|Neosp1|264673	0.18	0.3	0.07	0.14	0.0	0.16	0.19	0.13	0.07	0.24	3.25	0.28	0.06	0.28	0.2	0.4	0.79	0.44
jgi.p|Neosp1|264729	0.92	0.78	1.44	1.07	2.02	0.14	0.53	0.42	0.75	0.41	0.07	1.2	0.81	0.19	0.47	0.98	0.0	0.0
jgi.p|Neosp1|264743	2.18	2.12	2.79	1.9	2.87	1.15	1.14	2.14	1.81	1.33	3.44	1.32	1.68	1.55	3.64	2.28	0.07	0.0
jgi.p|Neosp1|264996	4.38	4.28	5.54	2.75	3.07	2.17	2.33	2.9	2.14	3.05	4.54	1.17	1.09	2.33	2.53	1.84	1.11	0.51
jgi.p|Neosp1|265051	2.98	2.3	2.19	1.87	3.14	2.3	1.75	1.65	2.06	3.37	4.47	3.49	3.26	2.99	2.48	1.49	4.09	11.73
jgi.p|Neosp1|265408	3.62	4.08	18.41	13.79	4.64	3.5	9.51	6.35	14.54	6.99	7.55	20.69	14.22	14.38	1.51	5.94	2.39	1.37
jgi.p|Neosp1|265426	3.53	5.98	5.54	8.56	7.48	5.82	7.85	6.62	6.53	6.61	5.5	3.02	6.7	6.82	6.09	5.06	2.6	0.14
jgi.p|Neosp1|265432	27.75	74.1	65.99	185.96	213.46	9.27	10.76	8.15	8.73	12.21	6.66	75.72	52.05	27.6	25.54	37.27	19.72	17.31
jgi.p|Neosp1|265606	3.29	3.16	4.03	1.81	4.5	3.31	3.12	3.29	2.24	3.66	2.27	1.58	3.28	3.15	1.74	3.51	1.27	1.46
jgi.p|Neosp1|265842	23.85	27.78	30.73	45.07	40.0	44.56	42.79	46.08	42.23	42.25	47.74	26.4	35.98	45.51	27.34	30.31	10.19	3.34
jgi.p|Neosp1|265958	0.08	0.13	0.09	0.45	0.42	0.0	0.5	0.0	0.19	0.74	1.42	0.27	0.39	0.73	0.13	0.0	0.21	0.0
jgi.p|Neosp1|265962	0.76	0.47	0.23	0.65	0.94	1.23	0.98	1.03	1.51	1.15	1.47	1.22	0.95	0.66	0.8	0.63	1.13	0.12
jgi.p|Neosp1|266026	14.54	9.3	12.58	17.02	16.39	9.98	9.66	10.15	9.73	10.4	18.48	7.85	8.42	13.91	7.62	22.69	9.31	3.18
jgi.p|Neosp1|266482	23.13	29.41	32.23	55.07	55.58	68.56	60.06	59.78	65.77	66.49	59.43	46.15	59.21	76.89	43.47	29.64	29.05	11.38
jgi.p|Neosp1|266510	2.55	1.83	2.98	1.45	1.59	1.58	1.29	1.45	0.92	1.58	3.73	1.42	1.42	1.65	1.07	1.89	2.8	5.18
jgi.p|Neosp1|266530	5.78	5.46	6.6	5.66	5.83	4.6	4.95	4.42	4.28	4.9	13.71	5.97	5.8	5.17	4.65	8.56	3.63	2.09
jgi.p|Neosp1|266536	2.0	1.68	1.94	2.51	2.94	1.68	2.87	2.51	1.63	2.18	4.53	3.01	2.45	2.52	1.94	2.84	1.35	0.51
jgi.p|Neosp1|266583	116.83	155.48	186.73	268.47	231.37	288.02	324.57	315.38	204.93	273.45	184.77	255.99	298.11	414.28	229.09	9.32	4.4	1.18
jgi.p|Neosp1|266649	0.7	0.38	0.59	0.31	0.22	0.25	0.3	0.42	0.25	0.31	1.03	0.29	0.48	0.37	0.39	0.45	0.87	0.6
jgi.p|Neosp1|266937	2.58	3.0	4.08	4.6	3.78	3.43	5.54	5.2	3.83	4.46	10.25	3.66	3.48	6.91	2.91	4.36	1.54	1.21
jgi.p|Neosp1|267210	996.16	1089.81	1241.29	461.78	548.05	467.33	956.54	899.63	357.35	931.96	622.46	548.16	457.03	519.77	1039.07	155.16	420.09	786.53
jgi.p|Neosp1|267232	0.0	0.0	0.0	0.11	0.0	1.01	2.79	1.06	2.73	2.5	0.5	0.0	0.29	0.23	0.0	1.28	1.42	1.66
jgi.p|Neosp1|267501	2.65	2.06	2.61	0.9	1.65	2.56	2.15	2.0	0.96	1.42	3.57	10.41	3.5	2.22	2.1	13.88	55.49	157.87
jgi.p|Neosp1|267629	0.41	0.21	0.17	0.02	0.03	0.16	0.61	0.61	0.28	0.46	4.98	0.94	0.36	0.4	0.31	0.14	1.07	1.69
jgi.p|Neosp1|267657	18.39	24.17	24.46	23.67	27.96	44.57	39.93	37.75	28.24	30.01	62.08	33.32	25.58	45.07	28.61	3.54	1.36	1.01
jgi.p|Neosp1|268054	0.15	0.0	0.7	0.17	0.0	0.0	0.23	0.63	0.0	0.2	1.51	0.51	1.02	0.85	0.0	5.13	9.09	18.46
jgi.p|Neosp1|268187	2.63	1.08	2.67	1.78	2.69	3.72	3.33	3.11	1.59	0.88	2.7	2.89	2.09	2.43	3.28	1.72	2.25	2.7
jgi.p|Neosp1|268188	1.02	0.68	2.21	0.99	2.26	1.07	1.94	1.2	1.62	1.8	1.3	0.69	1.79	2.08	1.39	1.61	2.37	0.95
jgi.p|Neosp1|268305	2.51	2.26	2.9	3.3	3.87	2.26	3.74	3.78	2.08	2.63	9.76	2.32	1.96	3.52	3.0	2.92	2.75	0.86
jgi.p|Neosp1|268814	0.0	0.0	0.0	0.0	0.0	0.9	1.02	0.25	1.69	0.16	1.5	2.43	1.05	0.13	0.0	0.0	0.46	1.13
jgi.p|Neosp1|268933	0.0	0.0	0.0	0.0	0.06	0.51	0.68	0.29	0.64	0.89	0.0	2.45	0.66	1.07	0.0	0.0	0.0	0.0
jgi.p|Neosp1|268994	0.67	0.72	1.33	2.55	2.11	1.35	1.49	1.45	1.73	1.57	2.15	1.26	1.52	2.1	1.05	1.65	0.8	0.35
jgi.p|Neosp1|269256	1.69	0.81	1.72	1.67	1.84	0.68	1.44	1.6	1.22	1.09	5.31	1.16	1.76	1.49	1.93	0.7	0.68	0.3
jgi.p|Neosp1|269287	1.52	2.02	1.87	2.78	2.8	1.94	1.35	2.21	1.55	1.89	3.38	1.22	2.14	2.44	1.65	2.0	0.7	0.44
