query_seq_id,subject_seq_id,percent_identity,Query Coverage Per HSP
390974.0,390974.0,100.0,100.0
391080.0,391080.0,100.0,100.0
389772.0,391193.0,100.0,100.0
380068.0,391249.0,100.0,100.0
391370.0,391370.0,100.0,100.0
391412.0,391416.0,100.0,100.0
391613.0,391616.0,100.0,100.0
391617.0,391619.0,100.0,100.0
391632.0,391634.0,100.0,100.0
391749.0,391749.0,100.0,100.0
391765.0,391765.0,100.0,100.0
391788.0,391788.0,100.0,100.0
391852.0,391852.0,100.0,100.0
392138.0,392147.0,99.348,76.0
392180.0,392180.0,100.0,100.0
392213.0,392213.0,100.0,100.0
392325.0,392327.0,100.0,100.0
392362.0,392363.0,100.0,100.0
392439.0,392440.0,96.66,100.0
392552.0,392552.0,100.0,100.0
392566.0,392567.0,100.0,100.0
392575.0,392576.0,100.0,100.0
392604.0,392604.0,100.0,100.0
392622.0,392622.0,100.0,100.0
392625.0,392625.0,100.0,100.0
392645.0,392645.0,100.0,100.0
392843.0,392843.0,100.0,100.0
392870.0,392871.0,100.0,100.0
393040.0,393040.0,100.0,100.0
393068.0,393068.0,100.0,100.0
393082.0,393083.0,100.0,100.0
393138.0,393138.0,100.0,100.0
393374.0,393374.0,100.0,100.0
393463.0,393463.0,100.0,100.0
374411.0,394497.0,100.0,99.0
374783.0,395069.0,100.0,100.0
375469.0,396575.0,100.0,96.0
375563.0,396680.0,100.0,78.0
375647.0,396894.0,100.0,100.0
375610.0,397063.0,100.0,100.0
376088.0,397651.0,99.057,97.0
376047.0,397716.0,100.0,96.0
376011.0,397835.0,100.0,98.0
376207.0,398120.0,100.0,79.0
376336.0,398389.0,99.101,100.0
376512.0,398700.0,100.0,97.0
376644.0,398863.0,100.0,100.0
501121.0,399157.0,100.0,89.0
376960.0,399350.0,99.71,93.0
376921.0,399399.0,99.209,96.0
376972.0,399415.0,100.0,100.0
377118.0,399561.0,100.0,100.0
377121.0,399600.0,100.0,88.0
377164.0,399931.0,100.0,100.0
501902.0,400508.0,100.0,98.0
378003.0,401507.0,100.0,100.0
378074.0,401687.0,100.0,97.0
378053.0,401757.0,100.0,100.0
378260.0,401929.0,100.0,100.0
378242.0,401965.0,100.0,100.0
378295.0,402045.0,100.0,100.0
379122.0,404006.0,100.0,100.0
379509.0,404835.0,99.568,97.0
379586.0,404993.0,100.0,81.0
379655.0,405108.0,100.0,100.0
379788.0,405488.0,100.0,95.0
380212.0,406292.0,100.0,100.0
380289.0,406436.0,100.0,100.0
380496.0,407128.0,100.0,100.0
380882.0,408041.0,100.0,89.0
505552.0,408103.0,100.0,100.0
381009.0,408111.0,100.0,100.0
381037.0,408320.0,100.0,89.0
381100.0,408345.0,100.0,100.0
381321.0,408827.0,98.357,100.0
381481.0,409164.0,100.0,100.0
381792.0,409917.0,98.913,91.0
382001.0,410503.0,100.0,100.0
382444.0,411508.0,100.0,100.0
507848.0,412951.0,100.0,100.0
383202.0,413264.0,100.0,100.0
383263.0,413368.0,97.39,97.0
383311.0,413475.0,100.0,97.0
383327.0,413505.0,100.0,100.0
383395.0,413605.0,99.469,95.0
389062.0,413605.0,94.164,95.0
383514.0,413743.0,100.0,100.0
383749.0,414220.0,100.0,100.0
383786.0,414424.0,100.0,100.0
383766.0,414440.0,100.0,82.0
383836.0,414581.0,100.0,100.0
383989.0,414846.0,100.0,100.0
384840.0,416410.0,100.0,78.0
384885.0,416583.0,100.0,100.0
384873.0,416630.0,100.0,100.0
384869.0,416680.0,100.0,94.0
509620.0,416885.0,100.0,100.0
510157.0,418168.0,100.0,100.0
385496.0,418480.0,100.0,93.0
385589.0,418648.0,100.0,94.0
385704.0,418928.0,100.0,88.0
385975.0,419503.0,100.0,83.0
386618.0,420100.0,94.242,97.0
386447.0,420824.0,100.0,94.0
421641.0,421641.0,100.0,100.0
387013.0,422351.0,100.0,100.0
511989.0,422650.0,99.504,100.0
512166.0,422941.0,97.79,97.0
387332.0,423108.0,100.0,79.0
387512.0,423539.0,100.0,100.0
388044.0,425201.0,100.0,100.0
678990.0,425448.0,98.127,98.0
388205.0,425683.0,100.0,100.0
388223.0,425725.0,100.0,100.0
674242.0,425729.0,100.0,89.0
388532.0,426337.0,99.483,100.0
513956.0,427345.0,99.798,100.0
388925.0,427565.0,100.0,100.0
389107.0,428150.0,100.0,100.0
389295.0,428446.0,100.0,100.0
389338.0,428539.0,100.0,93.0
389384.0,428588.0,100.0,100.0
389438.0,428725.0,100.0,100.0
389457.0,428874.0,99.181,100.0
389965.0,430290.0,100.0,99.0
679117.0,430290.0,96.849,99.0
390276.0,430985.0,100.0,100.0
390394.0,431409.0,100.0,100.0
390525.0,431692.0,100.0,99.0
390748.0,432225.0,100.0,100.0
432471.0,432482.0,100.0,100.0
390796.0,432485.0,100.0,100.0
391456.0,434354.0,100.0,100.0
391557.0,435041.0,100.0,100.0
391659.0,435302.0,100.0,100.0
435576.0,435585.0,100.0,100.0
391736.0,435691.0,100.0,100.0
391962.0,436264.0,100.0,89.0
391974.0,436285.0,100.0,100.0
437690.0,437718.0,99.696,99.0
392287.0,437907.0,100.0,100.0
392436.0,438538.0,100.0,86.0
392732.0,439717.0,100.0,100.0
393216.0,441802.0,99.2,99.0
441958.0,441964.0,100.0,100.0
393528.0,444149.0,100.0,84.0
446039.0,446039.0,100.0,100.0
447324.0,447324.0,100.0,100.0
447807.0,447807.0,100.0,100.0
374384.0,447808.0,100.0,100.0
374454.0,447879.0,97.664,95.0
374460.0,447885.0,100.0,100.0
374487.0,447911.0,100.0,100.0
374562.0,447985.0,100.0,100.0
374608.0,448031.0,100.0,100.0
374633.0,448054.0,100.0,100.0
374802.0,448216.0,100.0,100.0
374810.0,448225.0,100.0,100.0
374916.0,448330.0,100.0,100.0
374927.0,448341.0,100.0,100.0
374936.0,448343.0,100.0,100.0
374966.0,448379.0,100.0,100.0
375089.0,448506.0,100.0,100.0
375119.0,448531.0,100.0,100.0
375175.0,448588.0,100.0,100.0
375195.0,448607.0,100.0,100.0
679182.0,448607.0,93.774,100.0
375290.0,448696.0,100.0,100.0
375514.0,448912.0,100.0,100.0
375517.0,448915.0,94.309,100.0
375607.0,449007.0,100.0,100.0
375655.0,449056.0,93.346,100.0
375660.0,449058.0,100.0,100.0
375804.0,449197.0,100.0,100.0
375860.0,449250.0,100.0,100.0
375953.0,449344.0,100.0,100.0
376104.0,449488.0,100.0,100.0
376239.0,449622.0,100.0,100.0
376309.0,449693.0,100.0,100.0
376345.0,449730.0,100.0,100.0
376390.0,449774.0,100.0,100.0
376467.0,449846.0,100.0,100.0
376656.0,450031.0,100.0,100.0
376709.0,450079.0,100.0,100.0
376764.0,450133.0,100.0,100.0
376821.0,450186.0,100.0,100.0
450195.0,450196.0,100.0,100.0
376892.0,450258.0,100.0,100.0
376908.0,450274.0,97.393,100.0
377001.0,450363.0,100.0,100.0
377038.0,450401.0,99.776,100.0
377334.0,450662.0,100.0,100.0
377343.0,450671.0,100.0,100.0
377501.0,450824.0,100.0,100.0
377630.0,450949.0,100.0,100.0
377633.0,450950.0,100.0,100.0
377680.0,450997.0,100.0,100.0
451008.0,451009.0,100.0,100.0
377925.0,451240.0,100.0,100.0
377973.0,451288.0,100.0,100.0
378021.0,451311.0,100.0,100.0
378031.0,451319.0,100.0,100.0
378185.0,451462.0,100.0,100.0
378298.0,451575.0,100.0,100.0
378301.0,451576.0,100.0,100.0
378804.0,452048.0,100.0,100.0
378916.0,452164.0,92.67,96.0
379045.0,452289.0,100.0,100.0
379106.0,452352.0,100.0,100.0
379144.0,452388.0,100.0,100.0
379225.0,452460.0,100.0,100.0
379262.0,452499.0,100.0,100.0
379295.0,452530.0,100.0,100.0
379298.0,452532.0,100.0,100.0
379389.0,452616.0,100.0,100.0
204563.0,452720.0,98.824,100.0
379592.0,452810.0,100.0,100.0
379739.0,452958.0,100.0,100.0
379975.0,453189.0,100.0,100.0
379993.0,453206.0,100.0,100.0
380118.0,453327.0,100.0,100.0
380192.0,453403.0,100.0,100.0
380266.0,453477.0,100.0,100.0
380368.0,453577.0,100.0,100.0
380479.0,453688.0,100.0,100.0
380490.0,453694.0,100.0,100.0
380530.0,453727.0,100.0,100.0
380581.0,453778.0,100.0,90.0
380587.0,453785.0,100.0,100.0
380654.0,453851.0,100.0,100.0
380889.0,454068.0,100.0,100.0
381018.0,454189.0,100.0,100.0
381301.0,454454.0,99.094,100.0
381308.0,454462.0,100.0,100.0
381436.0,454585.0,100.0,100.0
381633.0,454775.0,100.0,100.0
381745.0,454886.0,100.0,100.0
381752.0,454893.0,100.0,100.0
381768.0,454907.0,100.0,100.0
385718.0,454907.0,96.571,95.0
669195.0,454907.0,100.0,93.0
381795.0,454936.0,100.0,100.0
382048.0,455182.0,100.0,100.0
376743.0,455196.0,100.0,100.0
382064.0,455199.0,100.0,100.0
382246.0,455377.0,100.0,100.0
382365.0,455494.0,100.0,100.0
382396.0,455523.0,100.0,100.0
382479.0,455608.0,100.0,100.0
382607.0,455704.0,100.0,100.0
382703.0,455797.0,100.0,100.0
382785.0,455877.0,100.0,100.0
382794.0,455885.0,100.0,100.0
382837.0,455929.0,100.0,100.0
382869.0,455960.0,100.0,100.0
382940.0,456027.0,100.0,100.0
383007.0,456092.0,100.0,100.0
383030.0,456115.0,100.0,100.0
383048.0,456134.0,100.0,100.0
383080.0,456168.0,100.0,100.0
383084.0,456174.0,100.0,100.0
383242.0,456326.0,100.0,100.0
383324.0,456409.0,100.0,100.0
383385.0,456468.0,100.0,100.0
383522.0,456601.0,100.0,100.0
383573.0,456648.0,100.0,100.0
383645.0,456712.0,100.0,100.0
383774.0,456840.0,100.0,100.0
383929.0,456988.0,100.0,100.0
383969.0,457029.0,100.0,100.0
384005.0,457062.0,100.0,100.0
384031.0,457089.0,100.0,100.0
384287.0,457335.0,100.0,100.0
384426.0,457475.0,100.0,100.0
384748.0,457732.0,100.0,100.0
384857.0,457841.0,100.0,100.0
385015.0,457989.0,100.0,100.0
385029.0,458000.0,100.0,100.0
385076.0,458047.0,100.0,100.0
385107.0,458077.0,100.0,100.0
385364.0,458327.0,100.0,100.0
385469.0,458433.0,100.0,100.0
385583.0,458540.0,100.0,100.0
385689.0,458642.0,100.0,100.0
385754.0,458709.0,100.0,100.0
385760.0,458712.0,100.0,100.0
385797.0,458749.0,100.0,100.0
385960.0,458908.0,98.446,89.0
386153.0,459086.0,100.0,100.0
386218.0,459147.0,100.0,100.0
386256.0,459185.0,100.0,100.0
386271.0,459199.0,100.0,100.0
386378.0,459285.0,100.0,100.0
386381.0,459287.0,100.0,100.0
386395.0,459306.0,94.161,99.0
386873.0,459776.0,100.0,100.0
387089.0,459983.0,100.0,100.0
387149.0,460043.0,100.0,100.0
387382.0,460259.0,100.0,100.0
387435.0,460308.0,100.0,100.0
387474.0,460356.0,99.737,100.0
387517.0,460390.0,100.0,100.0
387603.0,460476.0,100.0,100.0
387826.0,460692.0,100.0,100.0
387983.0,460849.0,100.0,100.0
388035.0,460900.0,100.0,100.0
388069.0,460933.0,100.0,100.0
388123.0,460987.0,100.0,100.0
388284.0,461140.0,100.0,100.0
388340.0,461195.0,100.0,100.0
388482.0,461299.0,93.103,100.0
388490.0,461306.0,100.0,100.0
388746.0,461551.0,100.0,100.0
388769.0,461572.0,100.0,100.0
388816.0,461619.0,100.0,100.0
389139.0,461921.0,100.0,100.0
389312.0,462091.0,100.0,100.0
389353.0,462131.0,100.0,100.0
389409.0,462187.0,100.0,100.0
389552.0,462323.0,100.0,100.0
389566.0,462333.0,100.0,100.0
389642.0,462408.0,100.0,100.0
389732.0,462502.0,100.0,100.0
389751.0,462515.0,100.0,100.0
389822.0,462588.0,92.176,100.0
389976.0,462738.0,100.0,100.0
390094.0,462853.0,100.0,100.0
390140.0,462898.0,100.0,100.0
390273.0,463035.0,100.0,100.0
390310.0,463074.0,100.0,100.0
390543.0,463299.0,100.0,100.0
390561.0,463317.0,100.0,100.0
390602.0,463355.0,100.0,100.0
390608.0,463361.0,100.0,100.0
390862.0,463607.0,100.0,100.0
390889.0,463632.0,100.0,100.0
390897.0,463642.0,100.0,100.0
390971.0,463713.0,100.0,100.0
391004.0,463744.0,100.0,100.0
391046.0,463787.0,100.0,100.0
463838.0,463840.0,100.0,100.0
391108.0,463844.0,100.0,100.0
391140.0,463869.0,100.0,100.0
391184.0,463914.0,100.0,100.0
391310.0,464037.0,100.0,100.0
391501.0,464218.0,100.0,100.0
391813.0,464527.0,98.947,100.0
391876.0,464587.0,100.0,100.0
392195.0,464903.0,100.0,100.0
391510.0,464945.0,95.893,99.0
392248.0,464949.0,100.0,100.0
391607.0,464960.0,100.0,100.0
392306.0,465005.0,100.0,100.0
392381.0,465072.0,100.0,100.0
392424.0,465112.0,100.0,100.0
392489.0,465176.0,100.0,100.0
392543.0,465230.0,100.0,100.0
392569.0,465254.0,100.0,100.0
392613.0,465297.0,100.0,100.0
392616.0,465301.0,100.0,100.0
393034.0,465688.0,100.0,100.0
393043.0,465698.0,100.0,100.0
393356.0,466008.0,100.0,100.0
498614.0,498614.0,100.0,100.0
498819.0,498819.0,100.0,100.0
663237.0,498830.0,98.456,100.0
663257.0,498858.0,100.0,100.0
498916.0,498916.0,100.0,100.0
663478.0,499136.0,96.667,78.0
375441.0,499706.0,99.32,90.0
375505.0,499779.0,100.0,100.0
499895.0,499895.0,100.0,100.0
499940.0,499940.0,100.0,100.0
500102.0,500102.0,100.0,100.0
375854.0,500107.0,98.359,95.0
375906.0,500172.0,100.0,100.0
376087.0,500392.0,99.823,90.0
376122.0,500419.0,100.0,100.0
664705.0,500662.0,97.397,100.0
376330.0,500664.0,100.0,100.0
505444.0,500664.0,97.118,100.0
665048.0,501090.0,100.0,91.0
377084.0,501390.0,100.0,100.0
377090.0,501398.0,100.0,100.0
377161.0,501475.0,100.0,100.0
665437.0,501572.0,100.0,100.0
377561.0,501897.0,100.0,100.0
665510.0,502031.0,100.0,96.0
377723.0,502073.0,96.546,100.0
665937.0,502214.0,96.068,95.0
377852.0,502234.0,100.0,100.0
665991.0,502277.0,100.0,100.0
378034.0,502412.0,100.0,89.0
378310.0,502676.0,100.0,100.0
666344.0,502722.0,100.0,100.0
378446.0,502828.0,100.0,100.0
378687.0,503068.0,100.0,100.0
503204.0,503204.0,100.0,100.0
378913.0,503347.0,99.251,79.0
378943.0,503367.0,100.0,100.0
378964.0,503389.0,100.0,100.0
378975.0,503406.0,100.0,100.0
379076.0,503546.0,100.0,100.0
503571.0,503571.0,100.0,100.0
667127.0,503768.0,100.0,100.0
503788.0,503788.0,100.0,100.0
667354.0,504055.0,91.148,100.0
379523.0,504070.0,97.64,100.0
379604.0,504145.0,100.0,100.0
667507.0,504274.0,100.0,100.0
376516.0,504353.0,99.64,100.0
380378.0,504980.0,100.0,100.0
668129.0,505077.0,96.413,80.0
380500.0,505089.0,100.0,100.0
505122.0,505122.0,100.0,100.0
505251.0,505251.0,100.0,100.0
505319.0,505319.0,100.0,100.0
380696.0,505322.0,100.0,100.0
668527.0,505605.0,100.0,100.0
381034.0,505726.0,100.0,100.0
381289.0,506003.0,100.0,100.0
669069.0,506313.0,99.429,77.0
382099.0,506901.0,100.0,89.0
393581.0,506937.0,100.0,100.0
669546.0,506957.0,97.976,81.0
669550.0,506963.0,98.592,97.0
503392.0,506968.0,100.0,87.0
507042.0,507042.0,100.0,100.0
382260.0,507070.0,100.0,100.0
507087.0,507087.0,100.0,100.0
669770.0,507273.0,100.0,100.0
507433.0,507433.0,100.0,100.0
382660.0,507457.0,100.0,100.0
669922.0,507480.0,96.354,100.0
670025.0,507608.0,100.0,100.0
382817.0,507616.0,100.0,100.0
670136.0,507755.0,97.492,100.0
507861.0,507861.0,100.0,100.0
378855.0,507883.0,99.338,100.0
383267.0,507958.0,100.0,100.0
670422.0,508118.0,100.0,100.0
508143.0,508143.0,100.0,100.0
508258.0,508258.0,100.0,100.0
383677.0,508343.0,100.0,100.0
383724.0,508403.0,100.0,100.0
383966.0,508661.0,100.0,100.0
508753.0,508753.0,100.0,100.0
384149.0,508867.0,100.0,100.0
384217.0,508946.0,99.27,100.0
671118.0,508956.0,100.0,100.0
508993.0,508993.0,100.0,100.0
384429.0,509142.0,95.105,99.0
671308.0,509221.0,100.0,100.0
509421.0,509421.0,100.0,100.0
671568.0,509559.0,100.0,100.0
671805.0,509873.0,90.278,100.0
509925.0,509925.0,100.0,100.0
509936.0,509936.0,100.0,100.0
385518.0,510265.0,100.0,100.0
